Uncaria Tomentosa Extract,Good,Soothing,"Soothing, Plant Extracts, Antioxidant",,"Also known as cat’s claw, there is some research showing it to be an effective skin-soothing antioxidant."
Undecane,Good,,"Emollient, Texture Enhancer","Emollient that is known for offering a lightweight, smooth glide to formulations | Touted for its quick absorbency and non-greasy finish | Found naturally in coconut, palm, prickly pear, gooseberries, algae, and fungi | Often used in tandem with tridecane (another emollient)","Undecane is an emollient that is often used in tandem with another emollient known as tridecane. This pairing forms a lightweight, smooth glide formula base for skin care and makeup products. Undecane is sometimes touted as an alternative to silicone ingredients* because it delivers similar properties, including the ability to absorb quickly and leave a smooth, powder-dry finish. Suppliers of undecane also tout its use in foundation makeup, where it is said to help prolong wear. Undecane is found naturally in sources such as coconut, palm, prickly pear, gooseberries, algae, and fungi. It is considered safe for skin and is typically used as part of a blend where usage levels range from 2–10%. *Note: Silicones aren’t inherently bad—rather formulating with or without them is a matter of preference (see related ingredients for more info)."
VA/Crotonates Copolymer,Good,,Film-Forming Agent,,
Valine,Good,"Hydration, Soothing","Hydration, Soothing, Humectant",An essential amino acid that provides hydrating benefits | One part of a soothing peptide also made of lysine and proline | Works in the body with leucine and isoleucine to synthesize collagens | May be animal-derived or synthetic,"Valine is an amino acid that’s considered essential for health since the body is unable to manufacture it so this amino must be obtained via food or supplements. It may be animal-derived or synthetic, with Paula’s Choice Skincare using the latter form. Valine has soothing properties when combined with amino acids lysine and proline to form a peptide. It works in the body by aiding the synthesis of the skin’s primary collagens, those being 1 and 3. Research hasn’t shown topical application of valine promotes collagen formation, although as with most of the essential aminos, it helps improve skin hydration by improving its natural moisturizing factor (NMF). Usage levels of valine in skin care range from 0.00004%–0.5% in leave-on products, with rinse-off formulas containing up to 1%."
Vanilla Planifolia Fruit Extract,Good,"Anti-Aging, Soothing","Anti-Aging, Soothing, Plant Extracts, Antioxidant, Fragrance: Synthetic and Natural",Known for its antioxidant benefits | Serves as a skin-soothing ingredient | Used as a flavoring agent in some lip products | Its aromatic component (vanillin) is considered non-sensitizing,"Vanilla planifolia fruit extract is a natural ingredient used in skin care primarily for its antioxidant benefits. The vanilla plant’s seed, commonly referred to as vanilla bean, is a source of catechins (also known as polyphenols), which have antioxidant activity and serve as skin-soothing agents. This edible ingredient is also used as a flavoring agent in many foods, and is also sometimes added to lip balms, glosses, and lipsticks to create a pleasant taste. The aromatic component of vanilla is known as vanillin, and it’s a significant source of antioxidant compounds that help stop the oxidation of proteins and lipids in skin. Despite vanilla’s unique, familiar scent, it’s one of the few such plants considered non-sensitizing, with the extract form being very mild, the oil form being stronger yet still well tolerated, even on skin prone to eczema. A safety assessment of different types of vanilla by the Cosmetic Ingredient Review board revealed that while Vanilla planifolia was non-irritating and non-sensitizing, another form known as Vanilla tahitensis triggered irritation and sensitization when tested on human skin at a relatively low level (0.8%). Therefore, it’s important to avoid this form of vanilla in skin care."
Vanillin,Good,Anti-Aging,"Anti-Aging, Antioxidant, Plant Extracts",Sweetly aromatic flavoring agent derived from vanilla beans | Can also be produced synthetically or bio-fermented | Antioxidant properties help sustain youthful skin | Popular in lip products but also found in other personal care formulations,"Vanillin is a naturally occurring compound found in vanilla beans, widely used in cosmetics for its pleasant aroma and sweet taste, particularly in lip products like lip balms and glosses. It can also be produced synthetically or biofermented. Unlike most cosmetic fragrance ingredients, vanillin isn’t a known skin sensitizer. In addition to vanillin’s flavoring function, it also offers antioxidant properties that help stop the oxidation of proteins and lipids in skin. When naturally extracted, Vanilla planifolia , Vanilla tahitensis , and Vanilla pompona are the most common sources of vanillin. Chemically synthesized vanillin is typically labeled as artificial vanillin. Vanillin can also be bioengineered using fermentation methods with ingredients such as ferulic acid, glucose, etc. as starting materials. New derivatives continue to be explored for environmentally friendly approaches to vanillin production. Beyond lip products, vanillin is found in other cosmetics, including skin care, hair care, bath products, and perfumes. Vanillin is listed as “Generally Recognized as Safe” (GRAS) by the U.S. Food and Drug Administration (FDA)."
Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer,Good,,"Silicone, Polymer, Texture Enhancer",Blend of silicone polymers | Functions as a thickening agent and texture enhancer | Typically used in amounts between 0.1-20% | Deemed safe as used in cosmetics,"Vinyl dimethicone/methicone silsesquioxane crosspolymer is a synthetic blend of silicone polymers that functions as a thickening agent and texture enhancer. It’s considered a silicone elastomer since it can significantly improve glide as you apply skin care products formulated with this ingredient. It lends a beautiful, powder-smooth finish to cosmetics. It is typically used in amounts between 0.1–20%, with amounts up to 0.6% common in rinse-off products. The independent Cosmetic Ingredient Review panel has deemed vinyl dimethicone/methicone silsesquioxane crosspolymer safe as used in cosmetics."
Vitamin B12,Good,Anti-Aging,"Anti-Aging, Antioxidant",,"Overall there is limited research showing vitamin B12 has any benefit when applied topically on skin; however, it may exert some benefits in concert with other vitamins and antioxidants."
Vitamin D,Good,Anti-Aging,"Anti-Aging, Antioxidant",,"A fat-soluble vitamin that may have antioxidant and skin-soothing benefits for skin, among other beneficial traits. Vitamin D is formed in the skin by sunlight (primarily unprotected exposure to UVB radiation), or may be obtained from fortified foods and oral supplements, which are the preferred methods compared to exposing your skin to sunlight."
Vitamin K,Good,"Anti-Aging, Evens Skin Tone","Anti-Aging, Evens Skin Tone, Antioxidant",,"Technically known as phytonadione, vitamin K is a fat-soluble vitamin. Applying vitamin K to the surface of the skin won’t improve the look of unevenness or dark circles. This type of vitamin K is also referred to as vitamin K1. A study published in the Journal of Cosmetic Dermatology examined the effect of applying a gel containing 2% vitamin K plus 0.1% retinol, vitamin E, and vitamin C. Fifty-seven adults with dark circles participated in this 8-week study and the results, while not a slam-dunk, weren’t exactly discouraging either: 47% of the testers noted “fair to moderate” improvement in their dark circles. The majority of testers noticed no change, but the ingredient was well-tolerated. As encouraging as this seems, whether or not the results were from the vitamin K or the other vitamins is unknown. A minimum 1% concentration of vitamin K1 has been shown in animal studies to positively influence wound healing by hastening the natural process damaged skin undergoes as it works to repair itself. It is not known if this principle would apply to intact skin showing signs of aging. The same concentration of vitamin K1 was used in another study to test its results on improving the look of dark circles. Although some improvement was noted, the formula in testing also contained caffeine and emu oil, although the study’s authors concluded that the dark circle benefits were solely attributed to vitamin K. Interestingly, despite somewhat encouraging research, we rarely see products that contain (or are likely to contain) the amounts of vitamin K research has shown can be beneficial."
Vitis Vinifera Fruit Water,Good,Hydration,"Hydration, Plant Extracts",Aqueous solution obtained from grapes | Recognized as a skin-conditioning agent | May be used to partially or completely replace the water content in skin care formulations | Seed extract and oil forms of Vitis vinifera have more research backing their benefits for skin,"Vitis vinifera (grape) fruit water is recognized as a skin-conditioning ingredient. It is an aqueous solution obtained via distillation from grapes. Generally speaking, grapes offer a wide range of antioxidants and other beneficial compounds for skin. To get the highest potency of those compounds, it’s best to seek out Vitis vinifera in its seed extract or oil form (those forms have more research backing their benefits for skin). The 2014 Cosmetic Ingredient Review Expert Panel concluded that Vitis vinifera (grape) fruit water is safe for cosmetic use. According to suppliers of this ingredient, it can be used at a 100% concentration directly on skin. Their claims include skin-nourishing, moisturizing, and soothing properties. In skin care formulations, fruit waters may be used to partially or completely replace the water content."
VP/Eicosene Copolymer,Good,,"Film-Forming Agent, Polymer",Film-forming agent often used in water-resistant sunscreens to improve adherence to skin | Also works as a viscosity-increasing agent to enhance texture | Sometimes included in lipstick formulations to add luster/shine | Deemed safe by the Cosmetic Ingredient Review Expert Panel,"Synthetic ingredient VP/eicosene copolymer plays multiple roles in cosmetic formulas, including acting as a film-forming agent and viscosity-increasing agent that enhances texture. It is often used in water-resistant sunscreen products, as it is believed to help sunscreens adhere better to skin and resist prematurely breaking down in water. It does not, however, last for hours, which is why you must reapply water-resistant sunscreens at regular intervals. One study also compared VP/eicosene copolymer’s ability to disperse pigments and add luster (shine) to lipstick formulations, with the results showing it outperformed other types of polymers. In 2018, the Cosmetic Ingredient Review Expert Panel reevaluated VP/eicosene copolymer and reconfirmed its status as “safe in cosmetics in the present practices of use and concentration.” Their report surveyed products containing up to an 8% concentration."
VP/Hexadecene Copolymer,Good,,"Polymer, Film-Forming Agent",,"Synthetic polymer that functions as a binding agent, texture enhancer, and dispersing agent in cosmetics"
VP/VA Copolymer,Good,,"Film-Forming Agent, Polymer, Suspending/Dispersing Agent","A polymer, or large molecule, used in skin and hair care | Film-forming agent that can hinder moisture loss | Often used in hair care to keep hair in place | CIR Expert Panel deemed safe for use","VP/VA copolymer is a synthetic polymer, or large molecule, used in skin care and hair care preparations primarily as a film-forming agent. This category of ingredients creates a coating over the area of application which helps reduce transepidermal water loss (TEWL) and creates a smooth feeling. VP/VA copolymer is created through the combining of two smaller molecules, vinyl acetate and polyvinylpyrrolidone (PVP). Hair care products commonly use this multi-industry ingredient to help fix hair into place, which is why it’s commonly incorporated into hair sprays. Skin care and cosmetic products also use this ingredient, tapping into VP/VA copolymer’s ability to hinder TEWL and assist in the suspending and dispersing of ingredients (such as UV filters) in formulas. Suppliers can provide this ingredient as both a powder (in 100% concentration) or as an alcohol-based solution (in 50% concentration). In rinse off products, this copolymer is used in percentages between 0.07-44%, whereas in leave on preparations, it’s utilized in percentages ranging from 0.001-10%. The Cosmetic Ingredient Review (CIR) Expert Panel reviewed VP/VA copolymer and concluded that it’s safe for use in cosmetics at current usage percentages."
Walnut Oil,Good,Hydration,"Hydration, Emollient, Plant Extracts",,"Emollient, non-fragrant plant oil that is agood source of omega fatty acids for skin, namely linoleic acid; however, walnut oil is highly prone to oxidation, which makes the right packaging critical. Airless of air-restrictive and opaque packaging is a must."
Water,Good,Hydration,"Hydration, Solvent",The most widely used cosmetic ingredient | Typically appears as the first ingredient in skin care products | Only a 10% concentration is needed in skin’s outer layers for softness and pliability | Studies show dry skin and oily skin do not have a significant difference in moisture levels,"Water is the most frequently used cosmetic ingredient. Water in skin care products is almost always listed first on an ingredient label because it is usually the ingredient with the highest concentration in the formula. Water’s primary function in skin care formulas is as a solvent. Despite claims of skin’s need for hydration and claims regarding special types of water, it turns out that water for skin may not be as an important ingredient as commonly thought. Only a 10% concentration of water in the outer layer of skin is necessary for softness and pliability in this part of the epidermis, known as the stratum corneum. Studies that have compared the water content of dry skin with that of normal or oily skin do not find a statistically significant difference in moisture levels between them. Further, too much water can be a problem for skin because it can disrupt the essential substances in skin’s surface layers that keep it intact, smooth, and healthy-looking. As an example, recall how skin on your fingers and toes “prune” when you soak in the bathtub or other body of water for too long."
Watercress Extract,Good,Anti-Aging,"Anti-Aging, Plant Extracts, Antioxidant",,"Research indicates that watercress extracts can have antioxidant activity, but that information is limited and was carried out either in vitro or as animal experiments, not in skincare products."
Wheat Amino Acids,Good,"Hydration, Anti-Aging","Hydration, Anti-Aging, Humectant, Antioxidant",,"A blend of amino acids from wheat protein after it has been broken down via hydrolysis. Most often used in hair-care products as a conditioning agent, but also found in skincare products where it likely has hydrating ability. There is limited research showing that wheat amino acids can penetrate the hair shaft; however, most likely the smaller molecular size of the amino acids can penetrate hair better than whole protein sources."
Wheat Germ Glycerides,Good,"Hydration, Anti-Aging","Hydration, Anti-Aging, Emollient, Antioxidant",,Natural ingredient used as emollient and texture enhancer in cosmetics.
Wheat Germ Oil,Good,"Hydration, Anti-Aging","Hydration, Anti-Aging, Emollient, Plant Extracts, Antioxidant",,Emollient plant oil similar to all non-fragrant plant oils.
Wheat Protein,Good,Hydration,"Hydration, Humectant, Film-Forming Agent",,"Wheat protein (also known as Triticum vulgare protein) is protein extracted from wheat, which can serve as a skin-softening and hair-conditioning ingredient."
Whey Protein,Good,Hydration,"Hydration, Humectant",,"Whey protein is a form of protein derived from milk. An animal-derived ingredient, whey protein functions as a hair-conditioning and skin-softening agent."
White Willow,Good,Soothing,"Soothing, Plant Extracts, Antioxidant","Plant extract with proven skin-soothing, antioxidant benefits | Contains beneficial compounds of salicin, polyphenols, and flavonoids | Also goes by the name willow bark | Often touted as a natural alternative to salicylic acid, however research shows the exfoliation association is questionable","White willow (_Salix alba_) bark extract is a plant extract with proven skin-soothing benefits. Some skin care brands tout this ingredient as a natural alternative to the salicylic acid (BHA) exfoliants. This association comes from the fact that willow bark contains salicin, a substance that when taken orally is converted by the digestive process to salicylic acid. It’s important to clarify the process of converting willow bark’s salicin into salicylic acid requires the presence of enzymes and other biological complexities. Further, salicin, much like salicylic acid, is stable only under acidic conditions. The likelihood that Salix alba (willow) bark extract in the tiny amount used in cosmetics can mimic the effect of salicylic acid is questionable at best. That said, there are still benefits to Salix alba (willow) bark extract in skin care. Studies indicate the salicin content can offer general anti-aging properties for skin and its other beneficial compounds (including polyphenols and flavonoids) contribute to its antioxidant effects. In skin care, this ingredient is typically used in amounts of 0.5–1%, with a maximum recommended concentration of 10%. Amounts below 0.5% may be used in concert with other soothing ingredients, depending on formulary goals. *If you are allergic to aspirin, follow your health care provider’s advice about using skin care products with _Salix alba_ (willow) bark extract."
Willow Bark,Good,Soothing,"Soothing, Plant Extracts, Antioxidant","Plant extract with skin-soothing + antioxidant benefits | Contains beneficial salicin, polyphenols + flavonoids | Also goes by the name Salix alba or Salix nigra | Often touted as a natural alternative to salicylic acid, however research shows the exfoliation association is questionable","Willow bark is a plant extract with proven skin-soothing benefits. It is also sometimes listed as Salix alba (white willow) or Salix nigra (black willow) extract on an ingredient list. Some skin care brands tout willow bark as a natural alternative to the salicylic acid (BHA) exfoliants. This association comes from the fact that willow bark contains salicin, a substance that when taken orally is converted by the digestive process to salicylic acid. It’s important to clarify the process of converting willow bark’s salicin into salicylic acid requires the presence of enzymes and other biological complexities. Further, salicin, much like salicylic acid, is stable only under acidic conditions. The likelihood that willow bark in the tiny amount used in cosmetics can mimic the effect of salicylic acid is questionable at best. That said, there are still benefits to willow bark in skin care. Studies indicate the salicin content can offer general anti-aging properties for skin and its other beneficial compounds (including polyphenols and flavonoids) contribute to its antioxidant effects. In skin care, willow bark is typically used in amounts of 0.5–1%, with a maximum recommended concentration of 10%. Amounts below 0.5% may be used in concert with other soothing ingredients, depending on formulary goals. *If you are allergic to aspirin, follow your health care provider’s advice about using skin care products with willow bark."
Xanthan Gum,Good,,"Texture Enhancer, Cleansing Agent, Emulsifier","Is a polysaccharide, which is a type of carbohydrate | Used as an aqueous thickening agent, texture enhancer, and emulsion stabilizer | Is named for the bacteria Xanthomonas campestris | Can also be used as a food additive, especially in sauces and salad dressings","Xanthan gum is a polysaccharide, a type of carbohydrate consisting of several sugar molecules bonded together. It is produced from the fermentation of simple sugars. The fermentation process uses the bacteria Xanthomonas campestris , which is where this ingredient’s name is derived. Xanthan gum in skin care is used as a thickening agent, texture enhancer, and to stabilize emulsions, which is a general term for mixtures of unlike substances such as oil and water. Because of this ability it is also included as an additive in many food products, particularly in sauces and salad dressings."
Ximenia Americana Oil,Good,"Anti-Aging, Hydration","Anti-Aging, Hydration, Plant Extracts, Antioxidant",,Latin name for plum oil; it can have emollient properties.
Xylitylglucoside,Good,"Hydration, Soothing","Hydration, Soothing, Humectant",,"An ingredient derived from two water-binding plant sugars, xylitol and glucose. Its trade name is Aquaxyl. It works to improve skin moisturization by preventing water loss."
Xylose,Good,"Hydration, Soothing","Hydration, Soothing, Humectant",,"Form of sugar. Similar to other sugars, xylose has hydrating properties for skin."
Xymenynic Acid,Good,Hydration,"Hydration, Humectant",,Synthetic fatty acid that functions as a skin-softening agent.
Yeast,Good,"Anti-Aging, Hydration, Soothing","Anti-Aging, Hydration, Soothing, Antioxidant, Humectant",,"Large group of fungi that ferment sugars; yeast is a source of beta-glucan, which is a good antioxidant. The types of yeast used in cosmetic products are not harmful and in fact likely contribute to creating a healthier-looking skin surface due to their softening and conditioning action."
Zanthoxylum Bungeanum Fruit Extract,Good,"Anti-Aging, Soothing","Anti-Aging, Soothing, Antioxidant, Plant Extracts",Fruit from a plant also called prickly ash | Major component of Sichuanese cuisine | Has natural analgesic properties | Component of an ingredient blend called Zanthalene ®,"Zanthoxylum bungeanum fruit extract comes from a plant known commonly as Chinese prickly ash or huajiao . Seeds from the prickly ash are a major component of Sichuanese cuisine thanks to their aromatic and numbing properties. This fruit has also been used for centuries as a traditional herbal medication to treat ailments ranging from stomach issues to skin conditions. Interestingly, the numbing effect isn’t the result of an irritant response; rather, it is because of this fruit’s natural analgesic (pain-relieving) properties and how it reacts with taste receptors on the human tongue. Its purpose in Sichuan spice mixes is to mitigate the effects of some of the other ingredients included. As with most plant extracts, Zanthoxylum bungeanum delivers antioxidant benefits to help fight free-radical damage. Studies have also found that it has anti-inflammatory properties. Of particular interest is research pointing to the topical application of Zanthoxylum bungeanum fruit extract having lifting abilities. Some of these studies involved a commercial ingredient blend called Zanthalene ® which includes this extract. The makers of Zanthalene ® refer to it as “phyto-Botox ®”, implying that it has the same (or at least similar) visibly lifting properties as Botox ® (botulinum toxin), the well-known prescription injectable used to temporarily prevent the contraction of muscles which lead to wrinkles. While Zanthoxylum bungeanum fruit extract does have short-term and long-term wrinkle-fighting abilities, no research thus far has demonstrated that they are equal to those provided by prescription Botox ®, so it is important to take these claims with a grain of salt. That said, it is still an intriguing ingredient to add to your skin care arsenal, provided you temper expectations."
Zea Mays Corn Starch,Good,Oil Control,"Oil Control, Absorbent, Film-Forming Agent, Texture Enhancer",Starch obtained from corn that can be formulated to serve different roles | Most famously used as an absorbent that tempers shine on oily skin | Also functions as a viscosity increasing ingredient and film-forming agent | OTC monographed as a skin protectant when formulated under particular conditions | Can also be used as an abrasive agent (not recommended in this capacity for the safety of skin),"Zea mays (corn) starch is quite literally the starch derived from varietals of corn. As a skin care ingredient, it’s most famously used as an absorbent that lends mattifying properties (helpful for controlling oily skin) and is also popular in makeup powders where it lends a dry yet silky feel and can be lighter on skin than some grades of talc. Zea mays (corn) starch can also be incorporated to increase the viscosity of cosmetic solutions (similar to how corn starch is used in cooking to thicken food). In additional capacities, it is blended with other ingredients to create film-forming properties on skin. Zea mays (corn) starch may also be used as an abrasive agent, such as you might find in manual exfoliating products. When formulated in this way, there’s potential for skin sensitization due to the abrasiveness and uneven shape of particles. Interestingly, topical starches, such as corn starch, are classified as skin protectants under the U.S. FDA monograph when formulated as an OTC (over the counter) active. This means they serve to protect skin from harmful stimuli and provide relief to compromised skin. These varying roles demonstrate that how an ingredient is incorporated into a formula plays a major factor in overall efficacy, aesthetics, functions, gentleness, and benefits. In their 2013 report, the Cosmetic Ingredient Review Expert Panel surveyed 278 personal care products containing Zea mays (corn) starch ranging between 0.00002-99% concentration. Based on their analysis, Zea mays (corn) starch is safe in these cosmetic practices of use. Common names and alternative spellings include: corn starch and cornstarch."
Zinc Gluconate,Good,Hydration,"Hydration, Humectant, Preservative",,"The zinc salt of gluconic acid, a mild acid produced from the sugar glucose. Despite the in-part sugar origins, this is a synthetic ingredient that functions as a preservative. Interestingly, the human body produces gluconates on its own to assist in obtaining nutrients from minerals. There’s research showing oral consumption of zinc gluconate may be helpful for acne; however, it wasn’t compared with other oral options for acne, such as antibiotics and isotretinoin, an oral retinoid. Zinc gluconate is considered safe as used in cosmetics. t’s also used in over-the-counter oral lozenges designed to combat the common cold."
Zinc Pyrithione,Good,,Preservative,Cosmetic preservative that is effective against many pathogens | Most popular in anti-dandruff shampoos | May be suitable for “fungal acne” | Comes in the form of white to slightly yellow crystals as a raw material,"Zinc pyrithione is a cosmetic preservative and anti-fungal ingredient that is effective against many pathogens. It’s been in use for over 50 years and is most popular as an active ingredient in over-the-counter anti-dandruff shampoos. It’s also found in body washes, facial cleansers, treatment creams, and other personal care products. It is approved by the United States Food & Drug Administration for use in leave-on products in amounts between 0.1–0.25% and from 0.3–2% when formulated for use in rinse-off products. These amounts are considered safe for skin. Zinc pyrithione’s mechanism of action still isn’t completely understood; researchers just know it works for a wide range of concerns related to overgrowths of various strains of yeast and other fungi. It seems to have a disruptive effect on these substances, dismantling them so they can no longer replicate and cause further problems for skin and scalp. Interestingly zinc pyrithione tends to work differently depending on what it’s up against, one of the reasons it works for such a broad range of yeast-related issues. In recent years, zinc pyrithione has gained attention in social media circles as a key ingredient to treat “fungal acne” (also known as Malassezia folliculitis). While there are studies supporting this assertion, diagnosis and treatment of this condition should be handled by dermatologist. As a raw material, zinc pyrithione comes in the form of white to slightly yellow crystals. Technically speaking, this is an aromatic zinc compound, which is a chemistry term to describe an ingredient whose molecular structure has a specific ring structure referred to as “aromatic”. This is not to be confused with “aromatic” as in perfume or fragrance ingredients."
Zinc Stearate,Good,,"Texture Enhancer, Coloring Agent/Pigment",,"The zinc salt of stearic acid. It has multiple functions in cosmetics, including serving as the basis for soap. Also functions as a coloring agent, slip agent, and texture enhancer."
Zizyphus Jujuba Fruit Extract,Good,Anti-Aging,"Anti-Aging, Plant Extracts, Antioxidant",,Zizyphus jujuba fruit extract (commonly known as jujube) delivers soothing properties and may also provide other benefits for skin.
Sorbitan Palmitate,Good,,"Emulsifier, Cleansing Agent",Primarily used in skin care as an emulsifier | Considered a nonionic surfactant (mild cleansing agent) | Capable of improving spreadability and dispersing ingredients | May be plant- or animal-derived or synthetic,
Acacia Farnesiana Extract,Average,,"Fragrance: Synthetic and Natural, Plant Extracts, Antioxidant, Irritant",Also known as “sweet acacia” | Flowers + oil are highly fragrant and potentially irritating | Has astringent capabilities | Pods have anti-inflammatory and antioxidant properties,"Acacia farnesiana extract, also known as Vachellia farnesiana extract, is the general term for the extracts of a tree commonly known as “sweet acacia.” This tree is found all over the world, from North and South America to Europe, Asia, Africa, and Australia. Depending on which part of the plant is used, Acacia farnesiana has a broad range of applications. The flowers and oil should be avoided in skin care products, as they’re highly fragrant (it’s well-known in Europe as a perfuming agent called “cassie”). The flower and oil’s volatile compounds – among them linalool and geraniol - can cause skin irritation and are astringent when applied to skin. Its pods, on the other hand, have demonstrated antioxidant and anti-inflammatory properties in research performed on mice skin. Parts of the plant have also been used in some cultures as a treatment for stomach ailments. When it comes to this extract, it’s another example of why it’s so important to pay attention to the label of skin care products so you know exactly what you’re getting!"
Acetyl Tributyl Citrate,Average,,Film-Forming Agent,,"Related to citric acid and used as a plasticizer, most commonly in nail polish and nail-hardening products."
Acid,Average,,"Exfoliant, pH Adjuster/Stabilizer",,Anything with a pH lower than 7 is considered acidic; above 7 is considered alkaline. Water has a pH of 7. Skin has an average pH of 5.5
Albumen,Average,,Film-Forming Agent,Another name for egg white | Used as food and as a food additive | Has skin tightening properties that can cause irritation | Extracted peptides could have anti-aging benefits,"Albumen is another term for egg white, specifically egg white originating from chickens. It is different from the similarly spelled albumin, the main type of protein found in human blood, although confusingly, albumin is found in egg whites. Albumen has numerous applications, most commonly as a lower-cholesterol alternative to egg yolks, and as a food additive. Some people also use it as a do-it-yourself face mask, since applying egg whites has a temporary tightening effect on skin, thanks to its ovomucoid content (ovomucoid is a protein that has constrictive properties). Unfortunately, that constriction can lead to skin itching and redness. Ovomucin is also one of the primary allergens in eggs, meaning it’s to be avoided if you have an egg allergy. That said, some components from egg white, when extracted in a lab setting, are proving to have great potential in the world of skin care. Of interest are lab-extracted peptides from egg whites, which studies show positively impact skin wound healing. Scientists have also found proteins within egg whites that have anti-inflammatory and antioxidant activities, making this an exciting emerging area of research."
Alcloxa,Average,,"Irritant, Exfoliant, Cleansing Agent",Combination of sodium salt of aluminum + allantoin | Used for wound healing and burn treatment | Has antimicrobial properties | Can be an astringent | Also known as aluminum chlorohydroxy allantoinate,"Alcloxa, also known as aluminum chlorohydroxy allantoinate, is a combination of a sodium salt of aluminum and anti-irritant allantoin. In professional medical settings, alcloxa is used for wound healing and burn treatment. That’s because it has antimicrobial properties as well as its soothing abilities. In addition, it functions as a mild keratolytic agent (meaning it can help slough off damaged skin). In cosmetics, alcloxa is used in antiperspirants and some skin care products, where it can serve as an astringent, producing a cooling sensation. These astringent properties can cause skin irritation, meaning that it’s best to avoid long-term use of alcloxa in leave-on products. The United States Food and Drug Administration has authorized use of alcloxa in one medical preparation in amounts between 0.2 - 2%. The independent Cosmetic Ingredient Review hasn’t issued its own ruling on the safety of alcloxa, instead deferring to the FDA’s ruling that it is safe to use in these percentages."
Alcohol,Average,,"Emollient, Cleansing Agent, Irritant",,"“Alcohol” refers to a group of organic compounds with a vast range of forms and uses in cosmetics and in other types of products and solutions. For skin, there are good alcohols and bad alcohols, corresponding to high-molecular-weight alcohols and low-molecular-weight alcohols, respectively, which can have emollient properties (cetyl alcohol) or act as detergent cleansing agents like isopropanol. There also are benign forms, including glycols, which are used as humectants to help hydrate and deliver ingredients into skin’s uppermost layers. Alcohols with low molecular weights - the bad-for-skin kind - can be drying and sensitizing. The alcohols to be concerned about in skin care products are ethanol or ethyl alcohol, denatured alcohol, methanol, isopropyl alcohol, SD alcohol, and benzyl alcohol . The concern is when one or more of these are listed among the main ingredients; tiny amounts in an otherwise good formula aren’t a problem. In addition to being drying and sensitizing, these alcohols can disrupt skin’s surface layers. Alcohol helps ingredients like retinol and vitamin C penetrate into the skin more effectively, but it does that by breaking down the surface layers of skin - destroying the very substances that keep your skin feeling healthier and looking younger over the long term. Alcohols like SD and “denatured” immediately harm the skin, starting a chain reaction of damage that continues long after it has evaporated. A 2003 study published found that with regular exposure to alcohol-based products, cleansing becomes a damaging ordeal - skin is no longer able to keep water and cleansing agents from penetrating into it, thus further eroding its surface layers. It also destroyed the substances in skin that help to naturally soothe and defend it against visible effects of environmental damage. If that weren’t bad enough, exposure to alcohol causes healthy substances in skin to literally self-destruct. The research also showed that these destructive, aging effects on skin’s substances increased the longer the exposure to alcohol; that is, two days of exposure was dramatically more harmful than one day, and that is only from exposure to a 3% concentration (most skin care products with denatured alcohol contain greater amounts than that). In short, for the healthy appearance of skin at any age, avoiding products that contain high amounts of the drying, sensitizing types of alcohol is a non-negotiable skin care must."
Allium Sativum Garlic Bulb Extract,Average,Anti-Aging,"Anti-Aging, Antioxidant, Plant Extracts",Touted as a skin conditioning agent | Backed by research for antifungal properties | Natural source of antioxidants and peptides | More research is needed to conclusively comment on irritation potential,"Allium sativum (garlic) bulb extract is touted as a skin conditioning agent and is backed by research as an antifungal ingredient. Studies indicate it also has potential for mitigating environmental stressors thanks to its many antioxidant compounds. Adding to the anti-aging benefits, garlic extracts offer natural peptide compounds—although their benefits for skin are not comparable to more targeted/stabilized lab-engineered peptides. Worth noting, it’s possible that volatile compounds (primarily one known as allicin) of this naturally aromatic ingredient may be retained during processing, hence making it a potential skin irritant since allicin is a sulfur compound. Studies in this regard aren’t conclusive; in fact, there’s evidence that allicin is anti-inflammatory and can play a helpful role in skin healing, although that was with a high (30%) concentration. While researchers point out that garlic has a long history of use for medicinal purposes, including skin issues, at the time of this writing no formal Cosmetic Ingredient Review safety assessment has been performed for Allium sativum (garlic) bulb extract. All in all, Allium sativum (garlic) bulb extract appears to offer promise for skin in some regards, but we’d like to see more studies to confirm its non-irritancy and safety for use on skin."
Alumina,Average,Oil Control,"Oil Control, Absorbent, Texture Enhancer","Naturally occurring mineral also called aluminum oxide | Used as an abrasive, thickener, and absorbent in cosmetics | Also functions as a coating agent for some powders, such as titanium dioxide | Determined safe as used in cosmetics and medications | The primary component of rubies, emeralds, and sapphires","Alumina is the common name of the ingredient aluminum oxide. It is a naturally occurring mineral used as an abrasive, a thickener, and an absorbent in cosmetics. Alumina is sometimes used as part a coating blend for nano-sized mineral UV filters such as titanium dioxide. This coating keeps the very fine power particles of the mineral sunscreen on skin’s surface since the coating materials are a larger molecular size. These coating blends also improve the aesthetics and even application of mineral sunscreen ingredients. In skin care preparations, alumina is used in amounts up to 25%. It’s been determined safe as used in cosmetics by the independent Cosmetic Ingredient Review panel. It is also approved by the U.S. Food and Drug Administration as a color additive for use in certain over-the-counter drugs. Alumina in its natural form is a white solid. It is the third hardest naturally occurring substance, and is the primary component of rubies, emeralds, and sapphires (their color is determined by small impurities found in heavy metals)."
Aluminum Silicate,Average,Oil Control,"Oil Control, Absorbent",,Salt that has absorbent and abrasive properties.
